0,1,2
416144,"[-122.46956, 37.79267]",A-2939731
402814,"[-122.387589, 37.788874]",A-2939906
403131,"[-122.40301, 37.75254]",A-2940241
406871,"[-122.415922, 37.769669]",A-2940260
401516,"[-122.40578, 37.76197]",A-2940295
401516,"[-122.406269, 37.760708]",A-2940913
401277,"[-122.407899, 37.740066]",A-2941303
402817,"[-122.36764, 37.80771]",A-2941636
403131,"[-122.403139, 37.754331]",A-2941688
401357,"[-122.40134, 37.72362]",A-2941821
401277,"[-122.40505, 37.74492]",A-2941884
401277,"[-122.40505, 37.74492]",A-2942086
401277,"[-122.40505, 37.74492]",A-2942089
401277,"[-122.40505, 37.74492]",A-2942093
400231,"[-122.39235, 37.76083]",A-2942167
401470,"[-122.433361, 37.731955]",A-2942605
400318,"[-122.43918, 37.73007]",A-2942773
401516,"[-122.40578, 37.76197]",A-2943456
401516,"[-122.404864, 37.764506]",A-2943494
401277,"[-122.40505, 37.74492]",A-2951523
401277,"[-122.406528, 37.742832]",A-2951649
401486,"[-122.42359, 37.73137]",A-2951825
425246,"[-122.41338, 37.73264]",A-2951874
400397,"[-122.44624, 37.72604]",A-2952155
401516,"[-122.406131, 37.761297]",A-2952389
402817,"[-122.36764, 37.80771]",A-2952821
402817,"[-122.36764, 37.80771]",A-2953070
401516,"[-122.40578, 37.76197]",A-2953528
404648,"[-122.448409, 37.719551]",A-2954263
400397,"[-122.445985, 37.726353]",A-2954264
403131,"[-122.403005, 37.75251]",A-2958851
401516,"[-122.405027, 37.763459]",A-2960619
401516,"[-122.404865, 37.76465]",A-2961940
400397,"[-122.44599, 37.726353]",A-2963151
425246,"[-122.412734, 37.732918]",A-2963892
401405,"[-122.409477, 37.769067]",A-2966643
403131,"[-122.403005, 37.75251]",A-2967649
406871,"[-122.415057, 37.769609]",A-2968369
401819,"[-122.419935, 37.77009]",A-2973062
400397,"[-122.445985, 37.726353]",A-2973342
401410,"[-122.403585, 37.756818]",A-2980379
406871,"[-122.416109, 37.769669]",A-2981908
400318,"[-122.439569, 37.729915]",A-2982941
401357,"[-122.401476, 37.724015]",A-3004934
401410,"[-122.40315, 37.754488]",A-3006363
403131,"[-122.40301, 37.752506]",A-3011634
403131,"[-122.403005, 37.75251]",A-3011635
400397,"[-122.445985, 37.726353]",A-3012272
401277,"[-122.40558, 37.743948]",A-3017066
401410,"[-122.40315, 37.754488]",A-3026522
402816,"[-122.368389, 37.80708]",A-3028122
402814,"[-122.388132, 37.788522]",A-3029755
403132,"[-122.402833, 37.753132]",A-3034703
406871,"[-122.416109, 37.769669]",A-3039351
401819,"[-122.423119, 37.771567]",A-3044054
401820,"[-122.416952, 37.76959]",A-3044077
401018,"[-122.414914, 37.732297]",A-3049700
402816,"[-122.368389, 37.80708]",A-3051825
401486,"[-122.423849, 37.73136]",A-3053701
401357,"[-122.401476, 37.724015]",A-3057162
416144,"[-122.469547, 37.792597]",A-3060687
401277,"[-122.40558, 37.743948]",A-3071975
403132,"[-122.403164, 37.750774]",A-3073465
406871,"[-122.416109, 37.769669]",A-3078216
400318,"[-122.431566, 37.732133]",A-3081541
401516,"[-122.405892, 37.76176]",A-3082640
406871,"[-122.416109, 37.769669]",A-3086504
401409,"[-122.404071, 37.757636]",A-3087611
400318,"[-122.439598, 37.730059]",A-3091042
403132,"[-122.403524, 37.749657]",A-3101158
402816,"[-122.368389, 37.80708]",A-3104391
403132,"[-122.402833, 37.753132]",A-3114783
404648,"[-122.451649, 37.713907]",A-3116620
416144,"[-122.469547, 37.792597]",A-3117320
401516,"[-122.40487, 37.764765]",A-3122174
401277,"[-122.40558, 37.743948]",A-3125680
400318,"[-122.431566, 37.732133]",A-3134428
422197,"[-122.455443, 37.710954]",A-3137609
401516,"[-122.404865, 37.76465]",A-3138337
401409,"[-122.404751, 37.758154]",A-3141133
401516,"[-122.405233, 37.758514]",A-3141134
400318,"[-122.439598, 37.730059]",A-3142852
401819,"[-122.420561, 37.770114]",A-3147177
401405,"[-122.409464, 37.769054]",A-3152458
401357,"[-122.400349, 37.721198]",A-3157764
401516,"[-122.405027, 37.763459]",A-3159111
402814,"[-122.385099, 37.791368]",A-3171114
401410,"[-122.403585, 37.756818]",A-3174438
406871,"[-122.414182, 37.769585]",A-3176854
401819,"[-122.421168, 37.77021]",A-3193379
401409,"[-122.404071, 37.757636]",A-3194567
401516,"[-122.404865, 37.76465]",A-3196393
401018,"[-122.41564, 37.732129]",A-3196735
401277,"[-122.40558, 37.743948]",A-3201832
401277,"[-122.405591, 37.743954]",A-3202743
403131,"[-122.40301, 37.752506]",A-3211512
403131,"[-122.403005, 37.75251]",A-3211513
403132,"[-122.403524, 37.749657]",A-3214817
406871,"[-122.416109, 37.769669]",A-3223392
406871,"[-122.416109, 37.769669]",A-3243580
402817,"[-122.367463, 37.807933]",A-3244206
406871,"[-122.416109, 37.769669]",A-3245985
401277,"[-122.40558, 37.743948]",A-3260114
403131,"[-122.403005, 37.75251]",A-3264120
402814,"[-122.389345, 37.787388]",A-3265716
425246,"[-122.412734, 37.732918]",A-3268623
400575,"[-122.415751, 37.73191]",A-3268625
401516,"[-122.406281, 37.760718]",A-3271531
400397,"[-122.445985, 37.726353]",A-3277398
401819,"[-122.419935, 37.77009]",A-3297674
404648,"[-122.448409, 37.719551]",A-3311053
403131,"[-122.403005, 37.75251]",A-3312327
403131,"[-122.403005, 37.75251]",A-3315177
403131,"[-122.403005, 37.75251]",A-3316207
400397,"[-122.445985, 37.726353]",A-3316230
400318,"[-122.439569, 37.729915]",A-3318834
403131,"[-122.403005, 37.75251]",A-3320806
401357,"[-122.401476, 37.724015]",A-3324687
401516,"[-122.404865, 37.76465]",A-3331589
403132,"[-122.402833, 37.753132]",A-3332339
401819,"[-122.423119, 37.771567]",A-3334725
401018,"[-122.414914, 37.732297]",A-3336152
401486,"[-122.423849, 37.73136]",A-3337200
401277,"[-122.40558, 37.743948]",A-3341751
401516,"[-122.404865, 37.76465]",A-3357889
400318,"[-122.439598, 37.730059]",A-3358990
401819,"[-122.420561, 37.770114]",A-3360004
400575,"[-122.415751, 37.73191]",A-3361284
401516,"[-122.405027, 37.763459]",A-3362683
401410,"[-122.40315, 37.754488]",A-3363767
402814,"[-122.385099, 37.791368]",A-3365518
403131,"[-122.403005, 37.75251]",A-3366107
403131,"[-122.403005, 37.75251]",A-3366977
400318,"[-122.431566, 37.732133]",A-3373712
406871,"[-122.415057, 37.769609]",A-3378481
401409,"[-122.404071, 37.757636]",A-3381388
402817,"[-122.367463, 37.807933]",A-3381764
425246,"[-122.412734, 37.732918]",A-3386973
403131,"[-122.403005, 37.75251]",A-3394598
401516,"[-122.405233, 37.758514]",A-3396848
403131,"[-122.403005, 37.75251]",A-3398172
406871,"[-122.416109, 37.769669]",A-3400910
401516,"[-122.404865, 37.76465]",A-3401416
403131,"[-122.403005, 37.75251]",A-3405740
403131,"[-122.40301, 37.752506]",A-3406434
402814,"[-122.388132, 37.788522]",A-3409706
401820,"[-122.416952, 37.76959]",A-3412157
416144,"[-122.469547, 37.792597]",A-3414961
403132,"[-122.403164, 37.750774]",A-3417059
406871,"[-122.416109, 37.769669]",A-3417763
404648,"[-122.451649, 37.713907]",A-3423656
403131,"[-122.403005, 37.75251]",A-3429156
401357,"[-122.400349, 37.721198]",A-3429236
400397,"[-122.445985, 37.726353]",A-3430131
403131,"[-122.403005, 37.75251]",A-3433664
403131,"[-122.403005, 37.75251]",A-3434658
403131,"[-122.40301, 37.752506]",A-3435460
403131,"[-122.403005, 37.75251]",A-3438736
403131,"[-122.403005, 37.75251]",A-3441204
406871,"[-122.416133, 37.769668]",A-3446568
401516,"[-122.40542, 37.76252]",A-3449125
401277,"[-122.40564, 37.74391]",A-3451598
401277,"[-122.40505, 37.74491]",A-3451600
400397,"[-122.44577, 37.72659]",A-3458875
401405,"[-122.410764, 37.769291]",A-3458964
400231,"[-122.39223, 37.7593]",A-3458966
400231,"[-122.39223, 37.7593]",A-3458970
400231,"[-122.39223, 37.7593]",A-3458973
400397,"[-122.44577, 37.72659]",A-3461019
404648,"[-122.44843, 37.71951]",A-3461022
401277,"[-122.40564, 37.74391]",A-3463388
401277,"[-122.40564, 37.74391]",A-3463398
404648,"[-122.448457, 37.719141]",A-3465788
404648,"[-122.44843, 37.7195]",A-3465790
404648,"[-122.44843, 37.71951]",A-3465796
401516,"[-122.40587, 37.76182]",A-3468798
401516,"[-122.40578, 37.76197]",A-3468802
401516,"[-122.40587, 37.76181]",A-3468803
402817,"[-122.36762, 37.80773]",A-3471338
402817,"[-122.36762, 37.80773]",A-3471341
404648,"[-122.44843, 37.71951]",A-3474893
400397,"[-122.44602, 37.7263]",A-3475121
400231,"[-122.39235, 37.76083]",A-3479268
402817,"[-122.36762, 37.80773]",A-3491251
401357,"[-122.402749, 37.727319]",A-3491375
422197,"[-122.45352, 37.712079]",A-3493344
401486,"[-122.423836, 37.731355]",A-3493390
416144,"[-122.46956, 37.79267]",A-3493399
401018,"[-122.41438, 37.73248]",A-3493402
401018,"[-122.41438, 37.73248]",A-3493420
401409,"[-122.40345, 37.75691]",A-3493428
401516,"[-122.405846, 37.76181]",A-3495854
401516,"[-122.40623, 37.76095]",A-3495856
403132,"[-122.40279, 37.75251]",A-3495858
403132,"[-122.40294, 37.7545]",A-3495861
401516,"[-122.40623, 37.76095]",A-3495863
401516,"[-122.40623, 37.76095]",A-3495864
401357,"[-122.401464, 37.72401]",A-3497309
401516,"[-122.405846, 37.76181]",A-3497351
402817,"[-122.36762, 37.80773]",A-3498470
402817,"[-122.36762, 37.80773]",A-3498473
401516,"[-122.40623, 37.76095]",A-3500898
401516,"[-122.40578, 37.76197]",A-3500901
401409,"[-122.40345, 37.75691]",A-3503180
401409,"[-122.40345, 37.75691]",A-3503191
401516,"[-122.405846, 37.76181]",A-3503192
401516,"[-122.405846, 37.76181]",A-3503313
402817,"[-122.36762, 37.80773]",A-3505491
403132,"[-122.4028, 37.75311]",A-3505508
401277,"[-122.40505, 37.74491]",A-3505510
401357,"[-122.40029, 37.72095]",A-3505574
401516,"[-122.405846, 37.76181]",A-3507708
401516,"[-122.40623, 37.76095]",A-3507711
401516,"[-122.40623, 37.76095]",A-3507733
402817,"[-122.36762, 37.80773]",A-3507782
425246,"[-122.412227, 37.73313]",A-3507791
401018,"[-122.414904, 37.732277]",A-3507833
401516,"[-122.405846, 37.76181]",A-3512103
401018,"[-122.414904, 37.732277]",A-3514539
406871,"[-122.41598, 37.76967]",A-3517512
401820,"[-122.416885, 37.769581]",A-3517519
406871,"[-122.416133, 37.769668]",A-3517520
425246,"[-122.412227, 37.73313]",A-3525667
403132,"[-122.40282, 37.753134]",A-3525798
403132,"[-122.4028, 37.75311]",A-3525803
401486,"[-122.423836, 37.731355]",A-3527375
404569,"[-122.39583, 37.71151]",A-3527489
401516,"[-122.405846, 37.76181]",A-3527496
404569,"[-122.39583, 37.71151]",A-3527509
404569,"[-122.39583, 37.71151]",A-3527517
404569,"[-122.39583, 37.71151]",A-3527523
404569,"[-122.39583, 37.71151]",A-3527532
404569,"[-122.39583, 37.71151]",A-3527535
404569,"[-122.39583, 37.71151]",A-3527541
401516,"[-122.405846, 37.76181]",A-3537461
401018,"[-122.41438, 37.73248]",A-3540134
401357,"[-122.401464, 37.72401]",A-3542812
406871,"[-122.41598, 37.76967]",A-3545382
401516,"[-122.405846, 37.76181]",A-3545419
401357,"[-122.401464, 37.72401]",A-3545551
402817,"[-122.36762, 37.80773]",A-3548279
401277,"[-122.40564, 37.74391]",A-3548289
401516,"[-122.405846, 37.76181]",A-3548290
401277,"[-122.40564, 37.74391]",A-3548292
402817,"[-122.36762, 37.80773]",A-3548295
401277,"[-122.40698, 37.74227]",A-3548299
401277,"[-122.40698, 37.74227]",A-3548313
401277,"[-122.40564, 37.74391]",A-3548321
401277,"[-122.40564, 37.74391]",A-3548343
401277,"[-122.405578, 37.743949]",A-3548345
401277,"[-122.40798, 37.73962]",A-3548356
401277,"[-122.40798, 37.73962]",A-3548363
401277,"[-122.40782, 37.7404]",A-3548367
401277,"[-122.407848, 37.740299]",A-3548388
401516,"[-122.40623, 37.76095]",A-3566619
401516,"[-122.40623, 37.76095]",A-3566625
401516,"[-122.40578, 37.76197]",A-3566630
403132,"[-122.40282, 37.753134]",A-3566755
401277,"[-122.405578, 37.743949]",A-3567947
401277,"[-122.40564, 37.74391]",A-3567949
402815,"[-122.377789, 37.798169]",A-3568971
402815,"[-122.37777, 37.79816]",A-3568976
425246,"[-122.412227, 37.73313]",A-3573102
403131,"[-122.402997, 37.752501]",A-3576028
404648,"[-122.448457, 37.719141]",A-3576241
401405,"[-122.410764, 37.769291]",A-3577828
425246,"[-122.412227, 37.73313]",A-3579401
402814,"[-122.387517, 37.789053]",A-3579472
401277,"[-122.405578, 37.743949]",A-3580812
403131,"[-122.40303, 37.75249]",A-3590772
401405,"[-122.410764, 37.769291]",A-3593101
402816,"[-122.369942, 37.805629]",A-3602979
401516,"[-122.405846, 37.76181]",A-3606479
401277,"[-122.405578, 37.743949]",A-3606642
401277,"[-122.40505, 37.74492]",A-3606645
406871,"[-122.416133, 37.769668]",A-3607593
401820,"[-122.416885, 37.769581]",A-3607595
404648,"[-122.448457, 37.719141]",A-3613641
404648,"[-122.44843, 37.71951]",A-3613644
404648,"[-122.44843, 37.71951]",A-3613656
402816,"[-122.369865, 37.80558]",A-3617901
401277,"[-122.40564, 37.74391]",A-3618872
401516,"[-122.405846, 37.76181]",A-3618873
401516,"[-122.40578, 37.76197]",A-3618875
401516,"[-122.40578, 37.76197]",A-3618877
401516,"[-122.40587, 37.76181]",A-3618878
401516,"[-122.40578, 37.76197]",A-3618879
401516,"[-122.40578, 37.76197]",A-3618882
402815,"[-122.377789, 37.798169]",A-3619102
401516,"[-122.405846, 37.76181]",A-3619195
401277,"[-122.40505, 37.74492]",A-3619201
400397,"[-122.446015, 37.726304]",A-3620146
404648,"[-122.44843, 37.71951]",A-3620152
404648,"[-122.44843, 37.71951]",A-3620161
400318,"[-122.439501, 37.729942]",A-3620208
400318,"[-122.43918, 37.73007]",A-3620216
400318,"[-122.43918, 37.73007]",A-3620227
400318,"[-122.43918, 37.73007]",A-3620244
400318,"[-122.43918, 37.73007]",A-3620254
416144,"[-122.469606, 37.793242]",A-3622765
401405,"[-122.410764, 37.769291]",A-3630550
402827,"[-122.377864, 37.798216]",A-3630726
401277,"[-122.407848, 37.740299]",A-3633210
401357,"[-122.401464, 37.72401]",A-3642781
401277,"[-122.405578, 37.743949]",A-3645057
401277,"[-122.40505, 37.74492]",A-3645059
401277,"[-122.40505, 37.74491]",A-3645062
401277,"[-122.40505, 37.74492]",A-3645063
401277,"[-122.40505, 37.74491]",A-3645069
401277,"[-122.40505, 37.74492]",A-3645072
401516,"[-122.404876, 37.76437]",A-3647123
401516,"[-122.405846, 37.76181]",A-3651298
400231,"[-122.395851, 37.767668]",A-3653402
400231,"[-122.39599, 37.76778]",A-3653405
400231,"[-122.39599, 37.76778]",A-3653408
400231,"[-122.39599, 37.76778]",A-3653412
401277,"[-122.40505, 37.74492]",A-3660334
416144,"[-122.46964, 37.79264]",A-3660409
416144,"[-122.46964, 37.79267]",A-3660411
401405,"[-122.416123, 37.769548]",A-3661682
402815,"[-122.377789, 37.798169]",A-3671979
403131,"[-122.402997, 37.752501]",A-3673173
400318,"[-122.439501, 37.729942]",A-3674447
400397,"[-122.446015, 37.726304]",A-3674480
403131,"[-122.402997, 37.752501]",A-3675412
403131,"[-122.40303, 37.75249]",A-3675634
403131,"[-122.40303, 37.75249]",A-3675652
403131,"[-122.402997, 37.752501]",A-3675654
401277,"[-122.405578, 37.743949]",A-3676760
401277,"[-122.40563, 37.74392]",A-3676774
401277,"[-122.407989, 37.73864]",A-3677745
403131,"[-122.402997, 37.752501]",A-3677753
400318,"[-122.439501, 37.729942]",A-3677780
403131,"[-122.402997, 37.752501]",A-3679176
403131,"[-122.402997, 37.752501]",A-3681873
401277,"[-122.407848, 37.740299]",A-3681875
401277,"[-122.407848, 37.740299]",A-3681876
403131,"[-122.402997, 37.752501]",A-3681922
403131,"[-122.40303, 37.75249]",A-3681940
416144,"[-122.469653, 37.791867]",A-3681988
401405,"[-122.410764, 37.769291]",A-3684248
403131,"[-122.402997, 37.752501]",A-3684311
401410,"[-122.40361, 37.75681]",A-3684315
401486,"[-122.423836, 37.731355]",A-3685963
401486,"[-122.42384, 37.73136]",A-3685966
401409,"[-122.40343, 37.75687]",A-3687426
416144,"[-122.469653, 37.791867]",A-3687540
416144,"[-122.46963, 37.79187]",A-3687548
401277,"[-122.407848, 37.740299]",A-3687574
403131,"[-122.40303, 37.75249]",A-3688916
425246,"[-122.412227, 37.73313]",A-3688959
400231,"[-122.395005, 37.766694]",A-3689001
400318,"[-122.43073, 37.73217]",A-3689194
401277,"[-122.405578, 37.743949]",A-3690913
400231,"[-122.395851, 37.767668]",A-3691077
401018,"[-122.414904, 37.732277]",A-3692984
401516,"[-122.405846, 37.76181]",A-3692996
425281,"[-122.423413, 37.731566]",A-3699753
403131,"[-122.40303, 37.75249]",A-3699774
401516,"[-122.405846, 37.76181]",A-3699898
401357,"[-122.402749, 37.727319]",A-3703467
403131,"[-122.40303, 37.75249]",A-3703569
403131,"[-122.402997, 37.752501]",A-3703590
401018,"[-122.414904, 37.732277]",A-3704617
401018,"[-122.414904, 37.732277]",A-3706002
401018,"[-122.41491, 37.73229]",A-3706006
401357,"[-122.40149, 37.72401]",A-3706015
400318,"[-122.430734, 37.732175]",A-3706022
400318,"[-122.43073, 37.73217]",A-3706024
425246,"[-122.412227, 37.73313]",A-3709642
401277,"[-122.407989, 37.73864]",A-3710362
401018,"[-122.414904, 37.732277]",A-3710419
403132,"[-122.40282, 37.753134]",A-3710455
401820,"[-122.41688, 37.76961]",A-3714121
401820,"[-122.416885, 37.769581]",A-3714124
401018,"[-122.414904, 37.732277]",A-3714160
401277,"[-122.407848, 37.740299]",A-3715836
401277,"[-122.405578, 37.743949]",A-3715893
403131,"[-122.402997, 37.752501]",A-3715895
401018,"[-122.414904, 37.732277]",A-3715942
401516,"[-122.405846, 37.76181]",A-3717537
401357,"[-122.401464, 37.72401]",A-3718539
401357,"[-122.40149, 37.72401]",A-3718540
401405,"[-122.410764, 37.769291]",A-3718568
406871,"[-122.416133, 37.769668]",A-3718591
401277,"[-122.405578, 37.743949]",A-3719541
422197,"[-122.45352, 37.712079]",A-3719585
401820,"[-122.416885, 37.769581]",A-3719683
400397,"[-122.446015, 37.726304]",A-3720923
400397,"[-122.44602, 37.7263]",A-3720925
400318,"[-122.4396, 37.72991]",A-3722328
401516,"[-122.40587, 37.76182]",A-3723637
401516,"[-122.405846, 37.76181]",A-3723658
403131,"[-122.402997, 37.752501]",A-3723659
401018,"[-122.414904, 37.732277]",A-3725149
401516,"[-122.405846, 37.76181]",A-3725213
401516,"[-122.40587, 37.76182]",A-3725216
401277,"[-122.405578, 37.743949]",A-3726879
401277,"[-122.407848, 37.740299]",A-3728078
401277,"[-122.407989, 37.73864]",A-3728079
401486,"[-122.423836, 37.731355]",A-3728861
401277,"[-122.407848, 37.740299]",A-3730185
401018,"[-122.414904, 37.732277]",A-3730236
403131,"[-122.402997, 37.752501]",A-3730242
401277,"[-122.405578, 37.743949]",A-3732708
403132,"[-122.40282, 37.753134]",A-3733923
422197,"[-122.45352, 37.712079]",A-3734987
401357,"[-122.401464, 37.72401]",A-3736908
401405,"[-122.410764, 37.769291]",A-3737811
401277,"[-122.40563, 37.74392]",A-3737924
401516,"[-122.405846, 37.76181]",A-3737937
406871,"[-122.416133, 37.769668]",A-3737998
401410,"[-122.40358, 37.756828]",A-3739088
400231,"[-122.39585, 37.76767]",A-3740163
400231,"[-122.395851, 37.767668]",A-3740188
401516,"[-122.405846, 37.76181]",A-3741200
403132,"[-122.40282, 37.753134]",A-3742112
401018,"[-122.41491, 37.73229]",A-3742134
400231,"[-122.396201, 37.767635]",A-3742253
401357,"[-122.401464, 37.72401]",A-3744263
400318,"[-122.439501, 37.729942]",A-3744302
400397,"[-122.446015, 37.726304]",A-3746165
403131,"[-122.40303, 37.75249]",A-3746231
401516,"[-122.405846, 37.76181]",A-3746291
401516,"[-122.405846, 37.76181]",A-3747139
401357,"[-122.401464, 37.72401]",A-3747154
422197,"[-122.45352, 37.712079]",A-3747185
403131,"[-122.402997, 37.752501]",A-3748166
401516,"[-122.40587, 37.76182]",A-3749495
401516,"[-122.405846, 37.76181]",A-3751155
403132,"[-122.4028, 37.75311]",A-3751312
401486,"[-122.423836, 37.731355]",A-3751988
422197,"[-122.45352, 37.712079]",A-3752046
401486,"[-122.423836, 37.731355]",A-3752047
402815,"[-122.377789, 37.798169]",A-3752842
401516,"[-122.405846, 37.76181]",A-3752941
401516,"[-122.405846, 37.76181]",A-3752951
406871,"[-122.416133, 37.769668]",A-3754652
425246,"[-122.412227, 37.73313]",A-3756086
401405,"[-122.410764, 37.769291]",A-3757012
400318,"[-122.439501, 37.729942]",A-3757161
401516,"[-122.405846, 37.76181]",A-3759655
401277,"[-122.40563, 37.74392]",A-3760757
400397,"[-122.446015, 37.726304]",A-3760758
401516,"[-122.40587, 37.76182]",A-3760771
403131,"[-122.40303, 37.75249]",A-3760800
403131,"[-122.402997, 37.752501]",A-3760849
416144,"[-122.469653, 37.791867]",A-3762150
401018,"[-122.414904, 37.732277]",A-3762374
401486,"[-122.423836, 37.731355]",A-3764361
400318,"[-122.439501, 37.729942]",A-3765611
400318,"[-122.4396, 37.72991]",A-3765617
400231,"[-122.396201, 37.767635]",A-3765713
404648,"[-122.448457, 37.719141]",A-3765841
404648,"[-122.448457, 37.719141]",A-3767002
404648,"[-122.448457, 37.719141]",A-3767055
401277,"[-122.405578, 37.743949]",A-3767072
401357,"[-122.401464, 37.72401]",A-3767113
403131,"[-122.402997, 37.752501]",A-3768082
422197,"[-122.45352, 37.712079]",A-3768101
406871,"[-122.416133, 37.769668]",A-3768138
400318,"[-122.439501, 37.729942]",A-3769714
400318,"[-122.4396, 37.72991]",A-3769720
403131,"[-122.402997, 37.752501]",A-3769744
400231,"[-122.395851, 37.767668]",A-3769829
401277,"[-122.405578, 37.743949]",A-3772871
400397,"[-122.446015, 37.726304]",A-3772948
401357,"[-122.401464, 37.72401]",A-3774516
402814,"[-122.387517, 37.789053]",A-3774702
401277,"[-122.405578, 37.743949]",A-3774710
403131,"[-122.40303, 37.75249]",A-3776566
403131,"[-122.402997, 37.752501]",A-3776593
401277,"[-122.405578, 37.743949]",A-3778911
403132,"[-122.40282, 37.753134]",A-3778980
400318,"[-122.4397, 37.73005]",A-3779088
404648,"[-122.448457, 37.719141]",A-3779113
401516,"[-122.405846, 37.76181]",A-3779129
401516,"[-122.40578, 37.76197]",A-3780059
401277,"[-122.40563, 37.74392]",A-3780211
401357,"[-122.401464, 37.72401]",A-3780297
400231,"[-122.396201, 37.767635]",A-3780329
401409,"[-122.403423, 37.756879]",A-3781404
403131,"[-122.402997, 37.752501]",A-3781695
401277,"[-122.405578, 37.743949]",A-3782913
400318,"[-122.439501, 37.729942]",A-3782945
400318,"[-122.4396, 37.72991]",A-3782953
400318,"[-122.4396, 37.72991]",A-3782967
401486,"[-122.42384, 37.73136]",A-3783009
401277,"[-122.405578, 37.743949]",A-3783146
404569,"[-122.39552, 37.71018]",A-3784504
400231,"[-122.395005, 37.766694]",A-3784567
400231,"[-122.39244, 37.75621]",A-3784579
400231,"[-122.39625, 37.7676]",A-3784654
400231,"[-122.395005, 37.766694]",A-3784662
401277,"[-122.405578, 37.743949]",A-3786380
401277,"[-122.407848, 37.740299]",A-3786497
401277,"[-122.40785, 37.74029]",A-3786504
401277,"[-122.405578, 37.743949]",A-3788462
401277,"[-122.407848, 37.740299]",A-3788508
401277,"[-122.405635, 37.743917]",A-3789924
401277,"[-122.405578, 37.743949]",A-3789931
401277,"[-122.405635, 37.743917]",A-3789981
403131,"[-122.402997, 37.752501]",A-3790080
403132,"[-122.40282, 37.753134]",A-3790087
403131,"[-122.402997, 37.752501]",A-3792628
401277,"[-122.407848, 37.740299]",A-3792735
403131,"[-122.402997, 37.752501]",A-3792764
401357,"[-122.401464, 37.72401]",A-3794732
425282,"[-122.418968, 37.732217]",A-3796037
401516,"[-122.405846, 37.76181]",A-3796100
400318,"[-122.4397, 37.73005]",A-3796135
401277,"[-122.40563, 37.74392]",A-3796174
404648,"[-122.448457, 37.719141]",A-3797457
401516,"[-122.405846, 37.76181]",A-3797624
401409,"[-122.403423, 37.756879]",A-3797625
401018,"[-122.41491, 37.73229]",A-3798819
401018,"[-122.41491, 37.73229]",A-3800424
401018,"[-122.414904, 37.732277]",A-3800486
401277,"[-122.405578, 37.743949]",A-3802628
401277,"[-122.405578, 37.743949]",A-3803635
404648,"[-122.44843, 37.71951]",A-3805022
422197,"[-122.45352, 37.712079]",A-3805044
422197,"[-122.45352, 37.71208]",A-3805048
401357,"[-122.401464, 37.72401]",A-3806239
403131,"[-122.402997, 37.752501]",A-3807583
403131,"[-122.40303, 37.75249]",A-3807606
400231,"[-122.395005, 37.766694]",A-3807735
401277,"[-122.40541, 37.74425]",A-3807750
401357,"[-122.402749, 37.727319]",A-3807762
401357,"[-122.40276, 37.72733]",A-3807764
400397,"[-122.44602, 37.7263]",A-3807783
400397,"[-122.446015, 37.726304]",A-3807791
401277,"[-122.405578, 37.743949]",A-3809328
403131,"[-122.402997, 37.752501]",A-3810478
403131,"[-122.402997, 37.752501]",A-3810490
403131,"[-122.40303, 37.75249]",A-3810493
401516,"[-122.405846, 37.76181]",A-3811471
403131,"[-122.402997, 37.752501]",A-3812670
403131,"[-122.402997, 37.752501]",A-3812685
401357,"[-122.402749, 37.727319]",A-3812765
403132,"[-122.4028, 37.75311]",A-3814283
406871,"[-122.416133, 37.769668]",A-3814371
401358,"[-122.401482, 37.72473]",A-3814392
406871,"[-122.416133, 37.769668]",A-3814465
403131,"[-122.402997, 37.752501]",A-3815644
401357,"[-122.401464, 37.72401]",A-3815788
400231,"[-122.395851, 37.767668]",A-3815900
401357,"[-122.402749, 37.727319]",A-3817141
401357,"[-122.401464, 37.72401]",A-3817220
401357,"[-122.402523, 37.726644]",A-3817230
400318,"[-122.430734, 37.732175]",A-3818620
400318,"[-122.43073, 37.73217]",A-3818646
401357,"[-122.401464, 37.72401]",A-3820003
403131,"[-122.402997, 37.752501]",A-3820011
400397,"[-122.44602, 37.7263]",A-3822453
400397,"[-122.446015, 37.726304]",A-3822482
401277,"[-122.405578, 37.743949]",A-3823985
401277,"[-122.407848, 37.740299]",A-3825244
401516,"[-122.40587, 37.76182]",A-3825382
401277,"[-122.40563, 37.74392]",A-3825387
422197,"[-122.45352, 37.71208]",A-3828348
422197,"[-122.45352, 37.712079]",A-3828353
416144,"[-122.469653, 37.791867]",A-3828446
400318,"[-122.430734, 37.732175]",A-3828496
400318,"[-122.43073, 37.73217]",A-3828497
401277,"[-122.407848, 37.740299]",A-3828526
401277,"[-122.40785, 37.74029]",A-3828528
401277,"[-122.407848, 37.740299]",A-3829725
401486,"[-122.423836, 37.731355]",A-3830698
401018,"[-122.414904, 37.732277]",A-3831634
403131,"[-122.40303, 37.75249]",A-3831891
401018,"[-122.414904, 37.732277]",A-3831895
401516,"[-122.405846, 37.76181]",A-3831944
403131,"[-122.402997, 37.752501]",A-3831949
401277,"[-122.40785, 37.74029]",A-3833362
401277,"[-122.40563, 37.74392]",A-3835068
400397,"[-122.446015, 37.726304]",A-3835117
400397,"[-122.44602, 37.7263]",A-3835121
403131,"[-122.402997, 37.752501]",A-3835173
400318,"[-122.430734, 37.732175]",A-3837809
401018,"[-122.414904, 37.732277]",A-3837812
401486,"[-122.42359, 37.73137]",A-3837857
403131,"[-122.402997, 37.752501]",A-3837997
